bare,translations_en
корифей,coryphaeus
референдум,referendum
фиксация,fixation
передел,redivision of the world
отчизна,native land
пожива,gain
раздражитель,irritant
мембрана,membrane
погашение,paying off
пустошь,waste plot
смокинг,dinner-jacket
бампер,bumper
конторка,desk
кровопролитие,bloodshed
рябь,ripple
ландыш,lily of the valley
стояние,standing
пеня,fine
ориентировка,orientation
фреска,fresco
семинария,seminary
шампунь,shampoo
сектант,sectarian
эфес,sword-hilt
снабженец,supplier
педагогика,pedagogy
декрет,decree
цикада,cicada
синоним,synonym
орнамент,ornament
поклонение,worship
копал,copal
древко,pole
бритьё,shave
издёвка,sneer
неприятель,the enemy
еретик,heretic
силач,strong man
насильник,violator
арба,bullock cart
шкала,scale
технолог,technologist
крахмал,starch
загрузка,loading
пихта,fir
афганец,Afghan
душ,shower
грыжа,rupture
обуза,burden
умозаключение,conclusion
лексикон,lexicon
лилипут,lily
марля,gauze
небрежность,carelessness
малярия,malaria
регулятор,regulator
послушание,obedience
евангелист,evangelist
соболезнование,condolence
капут,end
прыщ,pimple
блат,protection
молокосос,greenhorn
толща,thickness
антракт,interval
энергетик,power engineering specialist
виновность,guilt
наказ,order
трактовка,treatment
бестактность,tactlessness
нетерпимость,intolerance
топь,swamp
авангард,advance-guard
кипарис,cypress
отчётность,book-keeping
позёмка,blizzard accompanied by ground wind
свояк,brother-in-law
досмотр,examination
атеросклероз,atherosclerosis
микроавтобус,minibus
символика,symbolism
такса,rate
угон,driving away
нагорье,table-land
заправила,boss
поленница,stack
находчивость,resource
тролль,Troll
подрыв,injury
сарказм,sarcasm
умолчание,passing over in silence
опёнок,honey agaric
притяжение,attraction
самозащита,self-defence
оскал,bared teeth
атропин,atropine
сопение,puffing
разведение,breeding
конник,horseman
пекарь,baker
реквизит,properties
фюзеляж,fuselage
транспарант,transparency
гиена,hyena
тупица,dim-wit
садизм,sadism
козлёнок,kid
предместье,suburb
тётенька,aunty
билль,bill
резец,cutter
изжога,heartburn
кляп,gag
прикол,post
фосфор,phosphorus
прыть,quickness
красавчик,dandy
суслик,gopher
экстракт,extract
обречённость,doom
рея,yard
ропот,murmur
слушание,audition
малютка,baby
хоботок,proboscis
высылка,dispatch
омерзение,loathing
раздвоение,division into two
мальчонок,little boy
тамада,toast-master
эстафета,relay-race
гольф,golf
коптилка,oil-lamp
перебежчик,deserter
медвежонок,bear-cub
обрезок,scrap
брелок,trinket
привязь,tie
бечёвка,string
провидение,foresight
пушкинист,Pushkin scholar
габарит,overall dimensions
вибрация,vibration
эрудиция,erudition
медведица,she-bear
остервенение,frenzy
торможение,braking
фермент,ferment
выправка,carriage
антициклон,anticyclone
курильщик,smoker
коммерция,commerce
